Dimension: 2
Standard
Number of Nodes: 33000 Means: 30 30 31 31 29 31 31 29 31 31 28 29 30 29 28 30 29 30 32 29 29 29 29 32 31 29 32 29 30 30 31 31 29 29 31 30 29 29 31 31 29 31 30 33 30 29 31 30 30 29 30 31 30 29 31 29 28 31 32 29 30 30 33 30 31 31 28 30 29 29 29 30 29 30 30 29 33 28 32 30 30 29 31 31 29 31 30 29 32 29 30 31 28 32 33 32 29 32 30 28 29 30 31 30 30 33 29 30 29 32 29 31 31 30 30 30 30 29 29 29 30 31 32 29 31 29 30 29 29 29 30 30 28 30 29 30 30 29 30 30 30 29 30 30 31 28 29 30 30 30 31 30 30 31 30 31 30 30 30 30 30 31 30 32 29 29 31 30 31 31 29 28 29 31 30 34 31 31 33 31 29 29 29 32 31 30 29 31 29 31 31 30 29 31 30 29 29 31 30 32 
Number of Nodes: 35000 Means: 33 31 29 31 32 31 31 30 29 32 30 31 31 28 31 29 31 32 31 29 30 30 30 32 30 30 31 30 30 32 32 31 30 31 30 32 31 30 29 32 30 32 30 29 31 31 29 31 30 29 31 31 30 31 31 30 30 33 30 29 30 30 29 29 30 29 29 32 30 30 29 33 29 29 30 30 29 29 32 29 29 29 29 31 30 30 32 29 30 30 31 30 29 32 30 30 31 31 31 30 32 31 29 30 30 29 32 35 30 29 29 29 31 32 32 30 29 30 31 30 29 30 30 30 29 30 29 29 30 30 31 31 28 31 30 31 32 30 29 32 30 30 33 30 30 32 29 30 32 31 32 31 29 31 30 31 30 29 30 29 32 29 29 30 30 30 32 31 28 31 29 30 30 30 31 30 30 30 29 30 32 30 30 29 29 30 29 30 29 31 29 33 31 29 30 31 31 28 30 32 
Number of Nodes: 37000 Means: 30 31 29 31 31 29 29 29 30 31 31 32 32 29 32 30 30 31 31 29 33 31 32 30 31 33 29 31 31 29 30 28 30 31 31 29 30 30 31 31 32 30 30 30 30 29 31 30 30 31 30 31 29 31 32 29 30 31 29 30 29 31 31 30 31 30 32 31 28 31 31 30 32 29 30 29 29 30 30 30 30 32 30 31 30 32 31 33 29 32 29 28 29 30 30 30 30 29 30 30 19 29 30 29 30 30 30 31 31 30 30 31 30 33 29 33 31 29 29 31 30 32 30 30 30 33 29 31 32 30 30 30 31 31 30 31 31 31 29 32 30 32 32 31 29 29 30 31 32 30 31 31 28 31 31 31 30 30 31 30 31 30 29 30 31 29 30 32 29 31 29 30 29 30 30 31 28 29 29 28 30 30 30 29 33 32 31 32 30 30 30 31 32 30 31 31 31 32 30 34 
Number of Nodes: 39000 Means: 30 32 32 32 31 32 32 30 32 30 32 31 30 31 30 32 31 30 32 30 29 29 31 32 29 29 31 31 30 33 30 29 30 34 29 31 32 31 29 31 29 29 31 30 32 30 31 31 31 30 31 31 31 30 30 31 33 31 31 33 29 30 30 30 31 30 29 32 31 31 31 29 31 33 29 30 31 29 30 31 31 30 31 30 29 32 31 30 31 32 31 33 30 30 29 31 29 31 30 30 29 30 30 31 31 31 30 31 29 33 29 29 31 30 31 32 30 31 32 29 29 29 30 30 30 31 34 34 30 31 32 31 32 30 29 31 30 32 30 32 33 29 32 32 29 30 30 32 30 29 31 31 31 28 30 31 30 32 30 30 31 32 29 32 32 31 31 31 31 33 30 33 29 31 30 31 30 31 30 29 32 31 31 29 31 31 32 29 31 29 30 30 30 31 30 30 29 29 29 29 
Number of Nodes: 41000 Means: 30 30 32 29 31 30 32 32 30 30 29 32 34 30 30 32 31 31 29 30 31 30 30 30 29 29 29 31 32 30 29 33 29 32 31 31 31 33 31 31 30 31 31 33 32 31 31 29 31 33 32 30 28 32 33 32 31 31 29 32 31 31 30 30 32 30 30 30 31 30 30 30 31 30 31 33 31 29 32 30 30 30 31 29 30 33 32 30 31 30 31 31 30 31 32 34 31 33 31 30 30 31 31 32 29 32 30 32 30 31 31 32 30 31 31 29 32 30 29 30 33 29 31 30 34 32 29 31 28 30 30 31 30 29 32 32 31 31 30 34 31 30 31 32 30 32 30 34 30 30 30 29 30 32 30 31 31 31 29 29 29 31 30 29 32 29 31 30 31 33 29 29 29 30 30 29 34 31 32 32 30 30 31 31 31 30 31 31 30 31 31 30 32 31 31 31 32 32 30 30 
Number of Nodes: 43000 Means: 31 31 30 29 31 31 30 33 30 31 30 33 31 30 31 29 34 31 29 31 31 31 32 31 32 32 30 32 31 31 31 30 31 29 29 30 32 30 30 31 30 29 30 31 32 31 32 30 32 32 33 29 31 31 32 32 30 30 32 29 33 32 32 29 32 31 30 29 31 31 30 30 30 30 32 32 32 31 31 31 31 30 33 30 32 31 34 30 31 30 31 30 30 29 32 31 33 31 29 31 31 29 30 32 30 35 31 32 30 32 29 30 29 31 31 31 31 30 32 30 31 29 30 31 30 32 31 34 31 31 32 31 30 30 34 29 31 33 29 30 33 32 31 32 29 32 30 32 32 30 32 29 31 32 30 32 31 31 31 30 31 30 30 29 30 33 32 31 31 30 30 33 31 31 31 32 30 33 32 32 32 31 33 31 31 31 31 30 32 29 30 31 30 31 31 31 32 32 31 30 
Number of Nodes: 45000 Means: 31 31 31 29 29 30 30 33 32 31 31 31 30 31 31 30 29 30 29 31 31 30 33 29 32 32 30 30 32 31 30 29 31 31 31 29 31 30 32 30 33 29 30 31 29 30 32 30 31 31 32 31 33 31 32 30 31 31 29 31 31 30 31 31 31 31 31 31 29 29 32 31 31 31 30 31 29 32 32 32 31 30 31 32 33 31 30 31 30 31 31 32 32 32 30 30 35 31 33 31 29 30 31 30 30 31 31 31 30 32 31 31 30 30 34 31 33 31 32 33 29 30 32 32 30 29 30 30 31 31 32 30 30 33 30 31 31 31 31 31 31 31 35 32 32 30 31 34 32 31 31 31 31 31 32 31 30 31 31 29 33 31 30 32 33 31 31 32 31 32 31 33 29 32 31 31 32 31 33 32 30 32 30 33 30 32 30 32 32 30 30 32 31 32 31 29 30 30 33 31 
Number of Nodes: 47000 Means: 32 32 31 31 31 30 29 32 31 29 32 35 30 31 31 31 31 30 31 31 31 32 32 31 33 31 30 30 30 32 30 32 34 31 31 30 32 31 32 31 30 30 32 32 30 33 33 32 31 30 31 30 32 30 32 31 31 32 30 32 30 30 31 31 30 34 29 32 30 31 32 31 31 30 30 29 31 31 32 30 32 31 30 31 29 30 30 30 30 30 31 32 30 31 32 31 31 31 30 31 31 31 30 31 31 29 32 32 32 33 30 30 31 33 31 31 31 31 31 32 32 32 32 31 30 31 32 33 31 31 30 30 30 30 31 30 32 31 32 30 31 30 31 30 30 30 30 32 32 31 30 34 31 31 29 30 33 31 33 31 31 33 31 33 29 32 33 33 33 32 31 33 33 31 30 30 32 30 34 29 31 31 31 32 32 32 30 30 30 32 29 32 30 30 32 31 31 32 32 32 
Number of Nodes: 49000 Means: 29 31 32 32 30 29 31 29 32 31 32 31 30 31 31 31 31 32 31 32 32 31 30 32 30 30 33 31 31 30 33 30 31 30 30 31 31 31 31 32 30 30 33 32 30 30 30 32 31 31 30 29 30 32 33 28 32 31 31 32 32 33 32 33 30 30 30 32 32 30 31 32 33 31 32 31 31 33 31 29 31 31 31 31 32 29 31 30 32 32 30 32 31 30 34 30 33 32 31 31 30 33 31 33 32 30 31 32 30 33 31 31 31 30 32 29 30 31 31 32 31 32 32 31 30 29 33 32 32 29 31 32 30 31 32 32 32 30 32 32 31 32 32 30 31 34 32 30 30 31 31 30 32 30 30 34 32 31 30 31 31 30 31 30 32 31 32 30 31 30 32 32 30 31 30 30 31 31 31 31 31 31 32 30 32 31 31 32 31 31 33 31 31 30 32 32 31 33 29 31 
Number of Nodes: 51000 Means: 33 30 32 31 31 32 32 33 30 32 32 33 32 31 31 32 32 34 32 30 31 30 33 32 31 30 30 31 31 31 32 34 31 31 31 33 34 30 33 30 31 33 31 31 31 32 29 31 31 32 31 31 31 32 31 31 32 32 34 33 31 31 32 30 32 30 33 31 31 32 31 33 33 34 31 34 30 31 31 30 31 34 31 34 30 32 32 31 30 31 35 30 30 30 31 30 30 32 30 33 33 30 31 30 30 34 32 31 32 30 31 33 33 31 31 30 31 31 33 31 31 32 32 30 31 31 29 32 33 31 31 31 30 33 32 30 30 33 32 34 32 30 33 37 30 31 31 31 31 31 31 31 32 30 32 32 31 34 33 33 31 30 33 31 32 30 31 31 34 32 29 30 30 32 31 30 30 30 31 32 32 31 31 34 30 32 32 32 32 31 31 31 32 30 31 32 31 32 31 30 
Number of Nodes: 53000 Means: 31 32 32 32 31 31 30 31 31 33 31 32 31 32 33 31 33 32 32 32 30 29 30 32 32 31 32 31 32 30 31 30 33 30 32 31 33 29 30 32 31 30 30 33 30 30 32 32 31 26 32 32 30 31 29 31 31 31 33 32 34 31 31 31 32 30 31 31 31 32 31 30 31 31 30 32 31 32 33 33 30 32 31 32 32 31 33 32 32 31 31 32 31 31 30 31 30 31 32 30 30 32 32 32 30 31 32 30 31 32 31 34 32 31 32 32 35 34 34 31 31 31 29 32 31 31 31 31 32 32 33 31 32 34 31 31 30 31 31 29 31 29 31 33 31 35 31 31 31 30 30 31 32 31 30 30 32 31 30 32 31 30 31 34 31 30 30 33 31 32 32 31 33 33 30 32 31 32 31 34 32 31 34 30 32 33 32 32 32 32 31 31 30 30 34 31 30 32 32 30 
Number of Nodes: 55000 Means: 34 33 33 31 31 30 32 32 31 31 31 30 33 31 31 31 33 33 32 32 31 31 32 33 32 32 31 32 33 32 33 33 32 30 31 30 32 30 32 33 32 34 34 30 31 32 32 31 33 32 30 34 30 32 32 33 29 32 32 33 32 31 33 31 32 31 31 31 30 30 31 31 32 30 30 31 30 31 32 32 31 32 31 31 32 30 30 30 32 32 32 32 32 33 30 30 32 32 32 29 32 31 30 30 31 30 30 31 30 31 34 31 32 30 31 31 31 31 32 30 32 31 31 31 30 32 31 32 30 30 31 29 31 33 31 30 32 32 30 30 31 31 30 33 33 32 30 32 31 31 30 31 33 33 32 33 32 32 30 31 31 32 31 32 32 33 33 34 30 30 30 32 31 31 32 30 31 31 33 31 31 31 29 30 33 32 31 30 30 32 30 32 33 33 31 31 32 30 32 29 
Number of Nodes: 57000 Means: 32 32 32 31 33 32 30 32 35 31 31 32 31 32 31 31 31 31 31 32 31 33 31 32 31 33 32 30 33 30 32 32 33 31 33 31 31 31 34 32 32 31 32 31 32 31 32 30 32 32 31 33 33 33 30 31 31 35 33 30 30 31 31 32 31 33 32 32 31 33 31 32 34 30 32 32 31 31 30 30 32 32 31 31 32 30 32 31 31 32 30 32 31 31 30 32 34 34 32 31 32 31 32 31 33 34 33 33 31 30 31 30 32 31 30 32 31 32 33 33 31 32 30 32 31 30 30 32 31 33 30 32 32 31 32 32 32 32 32 31 31 31 31 31 30 32 33 31 33 31 32 32 31 30 34 31 31 31 31 32 32 32 32 30 32 31 33 33 32 31 33 34 31 32 33 33 33 30 31 33 33 33 32 32 32 31 34 32 32 32 31 33 30 32 32 31 32 32 31 31 
Number of Nodes: 59000 Means: 33 32 32 33 34 33 31 30 30 32 31 31 31 32 31 33 32 33 31 32 33 31 32 32 32 35 32 33 31 32 31 30 33 33 32 30 36 30 32 32 30 32 33 32 31 31 32 31 32 33 32 32 30 34 31 32 31 32 32 32 31 31 33 32 31 32 32 32 32 30 32 31 33 32 32 31 32 32 31 32 31 33 31 31 33 33 31 31 33 31 31 32 30 31 31 32 30 32 32 31 32 32 31 33 32 32 31 31 34 34 32 31 34 30 31 34 32 36 32 34 29 32 30 30 34 30 33 30 32 30 33 31 31 33 30 34 32 32 32 30 31 32 32 32 32 31 32 31 32 32 31 32 31 35 31 31 30 32 32 30 32 31 32 32 32 32 32 31 32 33 33 32 31 31 32 32 30 31 33 31 32 32 31 33 32 31 31 32 31 30 32 30 31 31 31 31 33 34 30 31 
Number of Nodes: 61000 Means: 32 31 33 30 32 31 32 30 32 34 33 31 34 30 33 31 30 30 31 32 33 31 31 32 32 31 31 32 32 31 33 32 33 32 32 32 31 31 31 33 32 32 30 33 31 33 32 30 32 31 31 30 32 33 33 32 33 35 30 31 31 31 30 32 32 32 32 31 33 30 34 30 31 30 30 30 32 32 33 32 31 31 33 32 30 32 33 33 30 32 34 33 31 32 32 31 31 33 31 32 31 33 32 30 33 30 33 33 31 31 30 33 32 32 34 31 32 32 33 32 33 31 32 31 32 33 33 32 31 32 32 29 32 32 36 30 32 33 32 32 30 31 35 33 31 32 33 30 33 34 32 34 31 32 31 32 31 31 32 33 31 30 31 32 31 32 32 33 31 31 33 32 31 35 33 33 30 33 32 31 32 31 34 33 33 33 32 32 34 32 33 31 33 32 33 32 30 34 31 31 
Number of Nodes: 63000 Means: 31 33 32 32 33 31 33 31 32 32 31 33 31 34 32 32 31 31 34 31 31 32 32 33 32 32 32 33 31 33 32 32 32 30 31 31 34 33 33 35 31 31 31 32 31 31 32 34 31 33 32 30 31 33 33 33 34 33 31 30 32 31 34 32 31 32 31 31 33 33 32 32 30 32 31 32 31 31 33 29 33 31 33 31 31 32 33 32 32 31 35 34 32 31 33 31 32 31 33 32 30 30 29 32 31 33 33 32 31 35 30 32 32 33 31 33 30 32 31 31 34 31 31 31 33 33 32 33 31 32 31 31 32 33 30 33 32 32 32 32 31 32 31 35 30 32 32 31 32 31 32 30 32 31 31 31 32 33 32 33 32 31 31 33 31 32 30 33 33 31 32 33 33 31 33 34 33 32 31 33 30 32 32 31 31 33 30 33 31 34 32 31 33 33 31 32 34 30 31 31 
Number of Nodes: 65000 Means: 32 31 31 35 33 31 32 31 34 31 35 31 33 31 33 35 32 31 33 31 31 33 32 33 31 30 32 30 32 32 32 33 32 32 30 31 32 30 32 32 33 33 32 31 31 32 34 31 31 34 31 31 33 32 32 33 31 32 31 30 32 30 33 33 32 35 32 32 34 31 33 34 33 32 31 33 31 32 33 32 31 33 31 31 32 32 31 30 34 31 30 32 31 31 32 31 31 33 32 31 32 32 32 30 32 31 34 31 38 31 32 31 33 31 33 33 31 32 31 32 32 32 33 32 32 34 33 31 31 33 31 34 31 33 31 33 31 31 32 32 33 32 32 31 31 34 32 32 33 35 34 32 34 31 30 32 33 34 31 31 31 32 31 33 32 33 36 35 30 32 31 32 31 33 31 31 34 33 31 33 32 32 34 32 32 33 31 31 32 33 33 32 31 31 35 32 31 32 32 30 
